 time_inf_cong , orbital period , planet radius , semi-major axis , orbital inclination , eccentricity , logitude , limb darkening model ,label
0,0.569675482,0.023704717,9.924400817,85.67646317,0.043149675,258.3162187,nonlinear,1
0,0.773985014,0.023658034,7.162162378,87.97153324,0.027861005,116.3441268,nonlinear,1
0,0.076324981,0.022900781,5.060672761,81.10509677,0.020765983,86.9491856,nonlinear,1
0,0.600224264,0.029755615,12.440732,88.32303984,0.048274509,289.9308896,nonlinear,1
0,0.832570679,0.010327606,8.314810525,88.99398789,0.029511053,239.9055298,nonlinear,1
0,0.429079,0.019071105,5.409613239,89.96699039,0.027609658,311.5065178,nonlinear,1
0,0.278389741,0.016635864,11.5942012,82.95661542,0.024124504,90.61874619,nonlinear,0
0,0.365959373,0.023487557,11.99703514,87.5103699,0.014876437,63.0861163,nonlinear,1
0,0.441758007,0.027979822,14.03954078,80.73281092,0.005937196,259.8281481,nonlinear,0
0,0.414741417,0.025132738,11.79517327,83.06829808,0.012515891,171.6394211,nonlinear,0
0,0.127044186,0.01234945,13.10200271,89.38498555,0.04558045,106.012046,nonlinear,1
0,0.957279413,0.013535193,7.48504458,85.2043078,0.027853333,52.75808585,nonlinear,1
0,0.687120571,0.029436963,12.81380257,88.1495334,0.041534894,62.91655961,nonlinear,1
0,0.312152335,0.021314507,10.19209099,85.94878883,0.02495974,187.905709,nonlinear,1
0,0.545372012,0.024003664,11.56893524,89.86207865,0.021480808,339.2936174,nonlinear,1
0,0.951776347,0.027825266,12.60570378,85.93292584,0.036142401,321.0499443,nonlinear,1
0,0.618666426,0.021630927,13.21121488,81.49874584,0.011089541,81.5815325,nonlinear,0
0,0.518432504,0.017485841,11.37093024,84.16659582,0.037289871,302.7137621,nonlinear,0
0,0.463382731,0.022802536,5.350247637,80.94676482,0.047204549,316.5898078,nonlinear,1
0,0.806663823,0.012071198,12.95603862,89.88220074,0.040526595,347.707654,nonlinear,1
0,0.035139659,0.025225096,9.207071498,88.30048073,0.001176677,355.522464,nonlinear,1
0,0.450513251,0.02111592,7.229126874,86.97261219,0.002587338,195.8448052,nonlinear,1
0,0.38535634,0.0136538,6.269594589,86.52659792,0.045545019,311.5723897,nonlinear,1
0,0.639233614,0.024740483,10.29378688,85.99333957,0.040998321,197.1484364,nonlinear,1
0,0.839926189,0.017675088,10.12695701,82.67988317,0.025571077,329.3782623,nonlinear,0
0,0.735495009,0.024788961,7.40178792,81.62641062,0.024395635,109.2567724,nonlinear,0
0,0.999320381,0.02018821,13.37393585,82.98248936,0.019848126,167.6636825,nonlinear,0
0,0.094802929,0.017261237,9.518022678,88.43677717,0.029669318,310.1579532,nonlinear,1
0,0.726145232,0.010836115,10.23754891,81.29866367,0.006733616,198.0617773,nonlinear,0
0,0.973176273,0.012726523,8.837284488,88.21673871,0.048969385,162.4878094,nonlinear,1
0,0.848969184,0.020807589,14.9502208,83.45224603,0.018808981,49.55175916,nonlinear,0
0,0.275837014,0.02663173,8.744409492,83.11408482,0.028177054,297.6611286,nonlinear,0
0,0.691366045,0.013468642,14.63086583,88.06166106,0.015412124,324.6862568,nonlinear,1
0,0.785519634,0.010765063,14.16014301,81.84896884,0.049398767,237.4934963,nonlinear,0
0,0.147934198,0.026817181,9.458402986,86.40824655,0.023406686,356.1540426,nonlinear,1
0,0.05221953,0.028417449,13.56317481,81.56431457,0.030128286,315.9455991,nonlinear,0
0,0.86445605,0.025184449,11.25451586,83.3715825,0.00986205,244.6610418,nonlinear,0
0,0.357172137,0.024040179,10.57417638,82.64809907,0.032289613,60.30082123,nonlinear,0
0,0.504289941,0.016605265,10.09470453,81.30378761,0.045780928,263.2380021,nonlinear,0
0,0.321164629,0.026006982,14.1232783,88.6068962,0.00789567,171.5784071,nonlinear,1
0,0.376115789,0.012377795,13.04964924,83.24410253,0.026600962,212.5629223,nonlinear,0
0,0.404864864,0.013744943,13.58766407,89.77686461,0.022615502,294.0783505,nonlinear,1
0,0.653493615,0.027364378,10.53530662,86.43651588,0.014676839,202.9226254,nonlinear,1
0,0.844714316,0.021616717,8.941696453,80.45087135,0.03513525,112.1171598,nonlinear,0
0,0.338329968,0.026380161,12.30999007,80.61460989,0.034477801,300.1815064,nonlinear,0
0,0.715223839,0.02647955,7.532357942,87.24735674,0.022779815,344.4565526,nonlinear,1
0,0.239278093,0.022516754,9.277404237,83.85055136,0.042281723,171.8620095,nonlinear,1
0,0.982030254,0.021993104,8.994581175,85.37999877,0.049727892,166.2700604,nonlinear,1
0,0.322181368,0.022687755,5.588176173,85.52158453,0.033994979,227.7342854,nonlinear,1
0,0.591278903,0.013839938,5.721546954,82.07921612,0.041185863,116.270281,nonlinear,1
0,0.895595733,0.02185934,14.36580618,84.18997375,0.012656332,153.7701383,nonlinear,0
0,0.240326572,0.020917128,5.689676773,83.99484003,0.023652604,87.83276549,nonlinear,1
0,0.557994737,0.029302861,12.45682489,87.7439016,0.003606841,307.4278623,nonlinear,1
0,0.801658471,0.023112658,8.694620883,84.23563992,0.028642697,154.3231961,nonlinear,1
0,0.414097368,0.025162198,9.319504362,80.71595991,0.046693471,152.0702612,nonlinear,0
0,0.026854961,0.02113744,7.187315263,81.6852808,0.025893838,261.4115058,nonlinear,0
0,0.483707181,0.023555708,5.999025374,86.81190644,0.043495812,246.6814591,nonlinear,1
0,0.512822812,0.015768977,13.91585514,87.83658247,0.031301272,254.5632419,nonlinear,1
0,0.650710688,0.024258462,10.4615236,84.02007182,0.045775679,129.5107303,nonlinear,0
0,0.340159866,0.029592715,13.88477612,82.96219002,0.005391239,42.76504348,nonlinear,0
0,0.938743943,0.012838251,9.834415364,84.44217947,0.038524199,191.6780713,nonlinear,1
0,0.691715031,0.028761099,10.85715029,86.48440495,0.013095547,293.454954,nonlinear,1
0,0.883298558,0.02989626,9.079093083,84.80124707,0.025860817,242.8134587,nonlinear,1
0,0.920458358,0.010327841,6.467809061,89.94298651,0.030627808,159.1667468,nonlinear,1
0,0.338252606,0.027269535,12.72093644,84.49061964,0.014658174,280.7279714,nonlinear,0
0,0.899439649,0.012653249,8.837494971,81.2170644,0.015910788,44.20990483,nonlinear,0
0,0.917862198,0.029566511,12.60373441,81.22454478,0.004942102,298.4126462,nonlinear,0
0,0.969435276,0.017019035,11.76821104,82.44174661,0.02229231,249.7364559,nonlinear,0
0,0.333058967,0.024990079,11.37630882,83.79464303,0.006594244,239.6869807,nonlinear,0
0,0.701598614,0.010693121,7.6284001,83.75158757,0.015808509,295.1271014,nonlinear,1
0,0.765443366,0.029176094,12.22935804,85.99211885,0.016104231,342.7485991,nonlinear,1
0,0.750862247,0.02350193,14.25618722,82.1459607,0.016750164,278.4895577,nonlinear,0
0,0.22788943,0.013966357,8.582927752,86.07826845,0.048396358,332.370417,nonlinear,1
0,0.258348571,0.029986896,6.614330695,84.21757925,0.011168923,349.7994825,nonlinear,1
0,0.929631057,0.012548164,14.12986151,83.85199783,0.006505426,191.0014917,nonlinear,0
0,0.383492309,0.01901602,13.69938174,80.88727154,0.018890413,260.1083053,nonlinear,0
0,0.623654696,0.017642095,7.226035477,83.31059068,0.039069005,258.7026137,nonlinear,1
0,0.993629823,0.028221992,12.9617384,87.95700344,0.003367354,358.5894644,nonlinear,1
0,0.761832532,0.013401852,12.38353634,85.32380062,0.0257126,148.8494849,nonlinear,1
0,0.865761234,0.028682101,11.0520236,89.91999274,0.006456264,60.44398902,nonlinear,1
0,0.648843354,0.022081808,8.482795069,85.14218798,0.034377434,292.3647455,nonlinear,1
0,0.457179079,0.023535638,12.64098208,88.6504815,0.04665436,251.9537408,nonlinear,1
0,0.803002114,0.027339516,7.607635187,87.44985073,0.009355278,83.2175011,nonlinear,1
0,0.916905525,0.011323002,5.67134765,86.49120183,0.021085303,45.24526489,nonlinear,1
0,0.028796206,0.021077807,8.454172357,85.61561036,0.04917756,235.882682,nonlinear,1
0,0.949348326,0.019432521,8.707218553,89.8076163,0.042221989,236.3748082,nonlinear,1
0,0.049013235,0.021109366,10.38134616,81.57555231,0.005406832,116.220029,nonlinear,0
0,0.883061083,0.01958021,6.501464033,89.71264357,0.044858824,328.9334531,nonlinear,1
0,0.406088258,0.013344146,6.43166224,84.05717181,0.021489898,171.9244835,nonlinear,1
0,0.20358052,0.025374344,14.95290348,87.69435897,0.011237964,161.9451911,nonlinear,1
0,0.274894492,0.011459908,8.04452525,89.69519194,0.028358308,175.5024918,nonlinear,1
0,0.091410482,0.018924336,6.909662519,84.53207626,0.006791927,246.8551927,nonlinear,1
0,0.801925864,0.025804784,13.30972707,84.5397053,0.00185441,270.6186129,nonlinear,0
0,0.333993183,0.028121905,13.45786648,88.20091975,0.013082782,66.73011844,nonlinear,1
0,0.183497162,0.025776413,5.613902705,82.60467077,0.027772307,234.9935064,nonlinear,1
0,0.265975445,0.028576866,14.96431427,83.92607238,0.025666651,295.3393536,nonlinear,0
0,0.499811668,0.01315274,11.52428903,82.67131874,0.019144331,282.3336389,nonlinear,0
0,0.33421029,0.01484724,13.69639586,85.66442027,0.037281462,345.7142572,nonlinear,0
0,0.505611384,0.021079923,14.0139275,86.5863394,0.030446312,271.938417,nonlinear,1
0,0.358496167,0.024728695,10.95422265,86.58823314,0.003640047,312.3126225,nonlinear,1
0,0.350002696,0.018652771,7.851080481,89.5991098,0.016769762,246.4832513,nonlinear,1
0,0.315656395,0.024540465,7.771548882,84.16906299,0.030283007,42.02144418,nonlinear,1
0,0.869035438,0.028450707,5.278110007,81.9163204,0.028926489,332.1558109,nonlinear,1
0,0.913288743,0.01502115,9.256159491,84.05681021,0.016841375,48.72461706,nonlinear,1
0,0.926687846,0.02581404,5.14835282,88.5109458,0.012993612,263.5287016,nonlinear,1
0,0.604204895,0.026663841,11.54649675,85.5565113,0.035411114,351.7143087,nonlinear,1
0,0.629621717,0.017198036,5.319988438,84.81459709,0.001334277,185.1843123,nonlinear,1
0,0.0651185,0.016975637,14.59201149,89.96092065,0.027857447,110.4118351,nonlinear,1
0,0.49729234,0.027982222,6.742650463,82.7381269,0.016215068,59.46927666,nonlinear,1
0,0.623932672,0.027813299,6.870677039,87.51980427,0.031890527,309.6876843,nonlinear,1
0,0.347644707,0.012442148,14.59694369,87.96574645,0.014509925,282.927774,nonlinear,1
0,0.609988697,0.013467561,10.00077653,87.00027775,0.019950051,176.8165782,nonlinear,1
0,0.534222002,0.01695669,9.393768924,89.61460097,0.034401742,168.072821,nonlinear,1
0,0.522895633,0.023081712,5.562099563,86.49201125,0.030379065,159.8167869,nonlinear,1
0,0.189343245,0.019239842,5.518850163,80.8762356,0.036265041,106.7551437,nonlinear,1
0,0.593712146,0.024227131,11.91600113,89.45226692,0.031179514,50.76338038,nonlinear,1
0,0.277387219,0.011165237,5.237330491,83.54917081,0.000134141,69.47836506,nonlinear,1
0,0.619306225,0.011805831,13.59174058,85.46027854,0.035630842,348.5332949,nonlinear,0
0,0.955655274,0.024862331,10.12581189,82.02507889,0.039281214,137.136667,nonlinear,0
0,0.906419618,0.022433864,8.530077354,85.02210665,0.02765047,114.2616239,nonlinear,1
0,0.212545616,0.026613709,8.677507134,87.07226353,0.022739434,169.3897345,nonlinear,1
0,0.793493783,0.021864305,11.00219371,89.29823851,0.035235501,114.9876156,nonlinear,1
0,0.849056737,0.020155467,8.904934825,88.59858508,0.021424545,280.9170313,nonlinear,1
0,0.251987455,0.01522264,13.99370166,84.19923316,0.021303599,77.90322842,nonlinear,0
0,0.642969789,0.012944136,11.09282656,83.4264881,0.009354726,271.745187,nonlinear,0
0,0.822542422,0.029972224,12.75599479,84.05439732,0.038486086,102.4120314,nonlinear,0
0,0.318890178,0.010242019,7.493007016,88.63654639,0.008436371,132.4873737,nonlinear,1
0,0.674911297,0.012472609,12.93028619,86.97151074,0.003337249,115.6883291,nonlinear,1
